# Simulation 1 (Up to date)
# 246 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,-8.8143,0,8.8143,0,0,0,0,0,0,28.61,-80.6,9.7922,90,0,0,0,268.07,21.092,0.010517,1.6088e-4,NaN,342.94,NaN,0.0066622,106548,0.26214,0,0.50393,0,0.39127,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.0020704
0.01,0,0,-6.8585,0,6.8585,0,0,0,0,0,0,28.61,-80.6,9.7922,90,0,0,0,268.07,21.092,0.010517,1.6088e-4,NaN,342.94,NaN,0.0066553,106437,0.78643,0,0.50404,0,0.39138,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.0028339
0.02,0,0,-4.9025,0,4.9025,0,0,0,0,0,0,28.61,-80.6,9.7922,90,0,0,0,268.06,21.076,0.010515,1.6088e-4,NaN,342.92,NaN,0.0066484,106327,1.3107,0,0.50414,0,0.39148,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.0032219
0.03,0,0,-2.9462,0,2.9462,0,0,0,0,0,0,28.61,-80.6,9.7922,90,0,0,0,268.04,21.06,0.010513,1.6088e-4,NaN,342.9,NaN,0.0066415,106217,1.835,0,0.50424,0,0.39158,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.0035818
0.04,0,0,-0.98054,0,0.98054,0,0,0,0,0,0,28.61,-80.6,9.7922,90,0,0,0,268.03,21.044,0.010512,1.6088e-4,NaN,342.88,NaN,0.0066346,106106,2.3617,0,0.50435,0,0.39169,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.0039747
0.05,0,0,2.0656,0,2.0656,0,0,0,0,0,0,28.61,-80.6,9.7922,90,0,0,0,268.01,21.025,0.01051,1.6088e-4,NaN,342.86,NaN,0.0066277,105996,3.178,0,0.50445,0,0.39179,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.004415
0.06,1.0335e-4,0.020674,5.8554,0.020674,5.8554,0,0,0,0,0,0,28.61,-80.6,9.7922,89.464,0,0,0,267.96,20.976,0.010505,1.6088e-4,NaN,342.8,NaN,0.0064876,103756,4.1929,7.3757e-9,0.5066,1.0394e-6,0.39394,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.647e-6,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.0047567
0.07,6.03e-4,0.079264,9.6484,0.079264,9.6484,0,0,0,0,0,0,28.61,-80.6,9.7922,87.899,0,0,0,267.88,20.901,0.010497,1.6087e-4,NaN,342.71,NaN,0.0063512,101574,5.2078,4.1979e-7,0.50875,6.1723e-5,0.39609,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0149e-5,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.005687
0.08,0.0018782,0.17579,13.444,0.17579,13.444,0,0,0,0,0,0,28.61,-80.6,9.7922,85.243,0,0,0,267.81,20.827,0.01049,1.6086e-4,NaN,342.62,NaN,0.006228,99604,6.2227,4.5703e-6,0.51074,6.9883e-4,0.39809,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2508e-5,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.00607
0.09,0.0043086,0.31028,17.241,0.31028,17.241,0,0,0,0,0,0,28.61,-80.6,9.7922,81.454,0,0,0,267.73,20.752,0.010482,1.6086e-4,NaN,342.54,NaN,0.0061343,98105,7.2377,2.4735e-5,0.5123,0.0038986,0.39964,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9727e-5,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.0064544
0.1,0.0082737,0.48275,21.04,0.48275,21.04,0,0,0,0,0,0,28.61,-80.6,9.7922,76.54,0,0,0,267.66,20.677,0.010475,1.6085e-4,NaN,342.45,NaN,0.0060932,97447,8.2526,9.0191e-5,0.51299,0.014408,0.40034,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1809e-5,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.0068412
0.11,0.014154,0.69322,24.885,0.69322,24.885,0,0,0,0,0,0,28.61,-80.6,9.7922,71.027,0,0,0,267.58,20.602,0.010467,1.6085e-4,NaN,342.36,NaN,0.0062638,100177,9.2793,2.4806e-4,0.51016,0.037498,0.3975,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.8757e-5,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.007227
# Event LIFTOFF occurred at t=0.12 seconds
0.12,0.02233,0.94217,29.143,0.94217,29.143,0,0,0,0,0,0,28.61,-80.6,9.7922,64.946,0,0,0,267.49,20.509,0.010458,1.6084e-4,NaN,342.25,NaN,0.0065362,104533,10.415,5.6881e-4,0.50584,0.078966,0.39319,0.013481,0.099178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2063e-4,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.0077991
0.13,0.03321,1.2338,33.51,1.2338,33.51,0,0,0,0,0,0,28.61,-80.6,9.7922,58.518,0,0,0,267.35,20.37,0.010443,1.6083e-4,NaN,342.08,NaN,0.0069405,110999,11.578,0.0011456,0.49988,0.14106,0.38722,0.013481,0.099179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5796e-4,55,23.758,90,0,NaN,15,101325,340.39,0.01,0.0082004
0.14,0.047224,1.5691,37.885,1.5691,37.885,0,0,0,0,0,0,28.61,-80.6,9.7922,52.078,0,0,0,267.18,20.203,0.010426,1.6082e-4,NaN,341.88,NaN,0.0075003,119951,12.741,0.002078,0.49237,0.21909,0.37971,0.013481,0.09918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.009e-4,55,23.758,90,0,NaN,15,101324,340.39,0.01,0.008597
0.15,0.06481,1.9481,42.264,1.9481,42.264,0,0,0,0,0,0,28.61,-80.6,9.7922,45.94,0,0,0,267.02,20.036,0.010409,1.6081e-4,NaN,341.69,NaN,0.0082301,131623,13.903,0.0034565,0.48367,0.30266,0.37101,0.013481,0.099181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4943e-4,55,23.758,90,0,NaN,15,101324,340.39,0.01,0.0089864
0.16,0.086405,2.371,46.646,2.371,46.646,0,0,0,0,0,0,28.61,-80.6,9.7922,40.409,0,0,0,266.85,19.869,0.010392,1.608e-4,NaN,341.49,NaN,0.009148,146301,15.066,0.0053493,0.47412,0.37912,0.36146,0.013482,0.099183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0357e-4,55,23.758,90,0,NaN,14.999,101324,340.39,0.01,0.0093886
0.17,0.11245,2.8377,51.032,2.8377,51.032,0,0,0,0,0,0,28.61,-80.6,9.7922,35.497,0,0,0,266.68,19.702,0.010375,1.6078e-4,NaN,341.29,NaN,0.01024,163763,16.229,0.0078176,0.46434,0.4422,0.35167,0.013482,0.099185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6333e-4,55,23.758,90,0,NaN,14.999,101324,340.39,0.01,0.0098053
0.18,0.14338,3.3483,55.525,3.3483,55.525,0,0,0,0,0,0,28.61,-80.6,9.7922,31.218,0,0,0,266.52,19.535,0.010358,1.6077e-4,NaN,341.09,NaN,0.011502,183952,17.419,0.010906,0.45466,0.48891,0.34199,0.013482,0.099188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.287e-4,55,23.758,90,0,NaN,14.999,101323,340.39,0.01,0.010236
0.19,0.17964,3.9039,60.46,3.9039,60.46,0,0,0,0,0,0,28.61,-80.6,9.7922,27.527,0,0,0,266.32,19.34,0.010338,1.6076e-4,NaN,340.85,NaN,0.012933,206834,18.724,0.014659,0.4453,0.51979,0.33263,0.013483,0.099192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9983e-4,55,23.758,90,0,NaN,14.999,101323,340.39,0.01,0.010709
0.2,0.2217,4.5089,65.458,4.5089,65.458,0,0,0,0,0,0,28.61,-80.6,9.7922,24.343,0,0,0,266.08,19.099,0.010314,1.6074e-4,NaN,340.56,NaN,0.014539,232518,20.042,0.019147,0.43634,0.53724,0.32366,0.013484,0.099196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.773e-4,55,23.758,90,0,NaN,14.999,101322,340.39,0.01,0.011298
0.21,0.27007,5.164,70.468,5.164,70.468,0,0,0,0,0,0,28.61,-80.6,9.7922,21.409,0,0,0,265.82,18.838,0.010287,1.6072e-4,NaN,340.25,NaN,0.016295,260605,21.359,0.024694,0.43301,0.55157,0.32032,0.013485,0.099202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6118e-4,55,23.758,90,0,NaN,14.998,101322,340.39,0.01,0.011731
0.22,0.32523,5.8692,75.483,5.8692,75.483,0,0,0,0,0,0,28.61,-80.6,9.7922,18.899,0,0,0,265.56,18.578,0.01026,1.607e-4,NaN,339.94,NaN,0.018225,291467,22.677,0.031401,0.43302,0.56072,0.32032,0.013486,0.099209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5147e-4,55,23.758,90,0,NaN,14.998,101321,340.39,0.01,0.012141
0.23,0.3877,6.6246,80.486,6.6246,80.486,0,0,0,0,0,0,28.61,-80.6,9.7922,16.752,0,0,0,265.3,18.318,0.010234,1.6068e-4,NaN,339.62,NaN,0.020325,325038,23.99,0.0392,0.43303,0.56285,0.32032,0.013487,0.099218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4818e-4,55,23.758,90,0,NaN,14.997,101320,340.39,0.01,0.012519
0.24,0.45798,7.4301,85.228,7.4301,85.228,0,0,0,0,0,0,28.61,-80.6,9.7922,14.913,0,0,0,265.03,18.046,0.010205,1.6066e-4,NaN,339.3,NaN,0.022589,361252,25.231,0.047966,0.43303,0.55755,0.32032,0.013489,0.099228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5131e-4,55,23.758,90,0,NaN,14.997,101320,340.39,0.01,0.012974
0.25,0.53654,8.2831,89.896,8.2831,89.896,0,0,0,0,0,0,28.61,-80.6,9.7922,13.335,0,0,0,264.72,17.735,0.010173,1.6064e-4,NaN,338.92,NaN,0.025009,399943,26.447,0.057726,0.43304,0.54745,0.32031,0.013491,0.099241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010605,55,23.758,90,0,NaN,14.997,101319,340.39,0.01,0.01342
0.26,0.62387,9.1829,94.58,9.1829,94.58,0,0,0,0,0,0,28.61,-80.6,9.7922,12.232,0,0,0,264.38,17.397,0.010138,1.6062e-4,NaN,338.51,NaN,0.027605,441453,27.663,0.069123,0.43306,0.53805,0.32031,0.013493,0.099255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011757,55,23.758,90,0,NaN,14.996,101318,340.39,0.01,0.013803
0.27,0.72043,10.13,99.27,10.13,99.27,0,0,0,0,0,0,28.61,-80.6,9.7922,11.267,0,0,0,264.04,17.059,0.010103,1.6059e-4,NaN,338.1,NaN,0.030344,485257,28.871,0.082061,0.43307,0.52864,0.3203,0.013496,0.099272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012969,55,23.758,90,0,NaN,14.995,101317,340.39,0.0098721,0.014189
0.27987,0.82527,11.11,100.39,11.11,100.39,0,0,0,0,0,0,28.61,-80.6,9.7922,10.43,0,0,0,263.7,16.723,0.010068,1.6057e-4,NaN,337.69,NaN,0.033188,530741,29.224,0.096524,0.43309,0.51979,0.3203,0.013499,0.099292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014225,55,23.758,90,0,NaN,14.995,101315,340.39,0.0090007,0.014596
0.28887,0.92935,12.017,94.814,12.017,94.814,0,0,0,0,0,0,28.61,-80.6,9.7922,9.7724,0,0,0,263.38,16.398,0.010034,1.6055e-4,NaN,337.29,NaN,0.035823,572863,27.729,0.11089,0.43311,0.51255,0.32029,0.013502,0.099311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015385,55,23.758,90,0,NaN,14.994,101314,340.39,0.0083218,0.014962
# Event LAUNCHROD occurred at t=0.29719 seconds
0.29719,1.0326,12.808,87.178,12.808,87.187,0,0,0,0,0,1.2215,28.61,-80.6,9.7922,9.2782,0,0,0,263.07,16.092,0.010002,1.6052e-4,417.56,336.91,1.4663,0.038127,609705,24.978,0.12425,0.43312,0.50699,0.32029,0.013505,0.09933,1.3095,1.9197,1.1104e-4,0,0,0,0,0,0.0016399,55,23.758,90,0,NaN,14.993,101313,340.38,0.012483,0.015481
0.30968,1.1992,13.871,67.788,13.871,67.8,-9.693e-5,0,9.693e-5,-180,0.015635,1.276,28.61,-80.6,9.7922,8.5834,0,1.9351,4.3884e-5,262.73,15.75,0.0099663,1.605e-4,418.87,336.49,1.4977,0.041214,659066,19.518,0.14291,0.43314,0.49907,0.32028,0.013509,0.099356,1.184,1.7722,4.1339e-4,0,0,0,0,6.2654e-4,0.001776,55,23.758,89.988,-0.0013922,NaN,14.992,101311,340.38,0.018724,0.015875
0.3284,1.4704,15.082,49.23,15.082,49.247,-6.139e-4,0,6.139e-4,-180,0.039524,1.2777,28.61,-80.6,9.7922,7.8367,0,5.0709,1.406e-4,262.31,15.332,0.0099222,1.6047e-4,420.36,335.98,1.5342,0.044734,715330,15.345,0.16548,0.43317,0.49056,0.32027,0.013515,0.099389,1.0538,1.6133,4.8959e-4,0,0,0,0,0.003652,0.001931,55,23.758,89.923,-2.0563e-4,NaN,14.99,101308,340.38,0.023142,0.016261
0.35154,1.8324,16.2,40.363,16.2,40.381,-0.0018621,0,0.0018621,-180,0.06783,1.1765,28.61,-80.6,9.7922,7.1273,0,9.187,-8.129e-4,261.86,14.881,0.0098745,1.6044e-4,421.85,335.42,1.5715,0.047989,767359,13.347,0.18734,0.4332,0.48258,0.32026,0.01352,0.099421,0.93496,1.459,3.0688e-4,0,0,0,0,0.010416,0.0020741,55,23.758,89.758,0.0022161,NaN,14.988,101304,340.38,0.02213,0.016666
0.37367,2.2008,17.096,36.219,17.096,36.232,-0.0036328,0,0.0036328,-180,0.091264,0.9593,28.61,-80.6,9.7922,6.4026,3.7027e-7,13.194,-7.7015e-4,261.45,14.473,0.0098313,1.6041e-4,423.47,334.91,1.6102,0.05059,808931,12.23,0.20477,0.43322,0.47464,0.32025,0.013524,0.099449,0.81824,1.2982,3.5813e-4,0,0,0,0,0.019333,0.0021889,55,23.758,89.511,0.0033879,NaN,14.986,101299,340.38,0.022281,0.017122
0.39595,2.5907,17.903,33.853,17.903,33.859,-0.0058783,1.1812e-8,0.0058783,180,0.10902,0.65134,28.61,-80.6,9.7922,5.6835,4.4063e-7,17.139,-6.5427e-4,261.1,14.118,0.0097936,1.6038e-4,425.17,334.47,1.6491,0.052938,846448,11.603,0.22065,0.43325,0.46711,0.32024,0.013528,0.099475,0.7072,1.137,-2.1513e-4,0,0,0,0,0.02979,0.0022923,55,23.758,89.172,0.0029477,NaN,14.983,101295,340.38,0.023147,0.017548
0.4191,3.0141,18.686,31.767,18.687,31.768,-0.0085383,4.1977e-8,0.0085383,180,0.11907,0.24393,28.61,-80.6,9.7922,4.8871,5.9637e-7,21,-0.0010001,260.76,13.779,0.0097575,1.6036e-4,427.18,334.05,1.6933,0.055217,882847,11.047,0.23604,0.43327,0.45932,0.32024,0.013532,0.099501,0.58983,0.95788,-3.9831e-4,0,0,0,0,0.041109,0.0023925,55,23.758,88.73,0.0024558,NaN,14.98,101290,340.38,0.025162,0.01801
0.44426,3.4944,19.484,30.244,19.484,30.245,-0.011553,1.0049e-7,0.011553,180,0.11815,0.28916,28.61,-80.6,9.7922,3.9991,8.4558e-7,24.751,-7.229e-4,260.42,13.434,0.0097207,1.6033e-4,429.58,333.62,1.7449,0.057542,919987,10.657,0.25195,0.43329,0.45149,0.32023,0.013537,0.099529,0.46594,0.76008,4.165e-4,0,0,0,0,0.052588,0.0024947,55,23.758,88.154,0.0019125,NaN,14.977,101284,340.38,0.02909,0.018522
0.47335,4.0739,20.362,29.143,20.363,29.16,-0.014764,2.0883e-7,0.014764,180,0.098964,1.0013,28.61,-80.6,9.7922,2.973,8.4754e-7,28.326,-0.0013413,260.05,13.067,0.0096813,1.6031e-4,432.6,333.15,1.8082,0.06011,960992,10.359,0.27027,0.43332,0.44386,0.32022,0.013542,0.099562,0.33198,0.53726,2.9129e-4,0,0,0,0,0.063116,0.0026071,55,23.758,87.379,0.0016881,NaN,14.974,101277,340.37,0.037564,0.018951
0.51092,4.8593,21.452,27.626,21.452,27.699,-0.017528,4.3482e-7,0.017528,180,0.04142,2.0066,28.61,-80.6,9.7922,1.6134,1.0279e-6,31.432,-0.0026669,259.62,12.635,0.0096349,1.6027e-4,437.06,332.61,1.8991,0.063303,1011963,9.9789,0.29485,0.43336,0.43665,0.3202,0.013549,0.099604,0.16976,0.25255,-3.6215e-4,0,0,0,0,0.070079,0.0027466,55,23.758,86.251,0.0018222,NaN,14.968,101268,340.37,0.05,0.019346
0.56092,5.9663,22.824,26.38,22.824,26.602,-0.016454,9.3923e-7,0.016454,180,0.096836,3.4301,28.61,-80.6,9.7922,0.14277,7.6231e-7,-32.215,-0.018323,259.06,12.075,0.0095745,1.6023e-4,442.58,331.9,2.0123,0.067335,1076320,9.7437,0.33111,0.43341,0.43343,0.32019,0.013558,0.099661,0.014026,0.093048,2.9297e-4,0,0,0,0,-0.065062,0.0029223,55,23.758,84.644,0.0012256,NaN,14.961,101255,340.37,0.05,0.019731
0.61092,7.1404,24.138,25.506,24.14,25.951,-0.006724,1.7236e-6,0.006724,179.99,0.30414,4.7851,28.61,-80.6,9.7922,1.4687,0,-29.235,-0.0015445,258.44,11.457,0.0095076,1.6019e-4,437.58,331.12,1.9357,0.071241,1138641,9.5931,0.37296,0.43346,0.4362,0.32017,0.013567,0.099719,0.15354,0.34498,1.6764e-4,0,0,0,0,-0.047868,0.0030909,55,23.758,83.092,1.379e-4,NaN,14.954,101241,340.36,0.040915,0.020134
0.65183,8.1493,25.18,24.813,25.186,25.49,0.010057,2.4224e-6,0.010057,0.0138,0.52374,5.8357,28.61,-80.6,9.7922,2.4478,-2.9523e-6,-23.799,-6.4234e-4,257.89,10.911,0.0094481,1.6015e-4,434.28,330.42,1.8884,0.074331,1187930,9.4853,0.41026,0.4335,0.44081,0.32016,0.013575,0.099767,0.26728,0.53436,1.1502e-4,0,0,0,0,-0.029139,0.0032249,55,23.758,81.998,-5.4454e-4,NaN,14.947,101229,340.36,0.024115,0.020501
0.67595,8.7638,25.78,24.491,25.789,25.3,0.024443,2.7852e-6,0.024443,0.0065287,0.67156,6.345,28.61,-80.6,9.7922,2.8422,-2.1186e-6,-19.37,-2.0795e-4,257.5,10.52,0.0094054,1.6012e-4,433.04,329.92,1.8748,0.076118,1216420,9.4121,0.43253,0.43352,0.44321,0.32015,0.01358,0.099796,0.31566,0.61023,-8.8802e-5,0,0,0,0,-0.018408,0.0033022,55,23.758,81.476,-7.6208e-4,NaN,14.943,101222,340.35,0.020047,0.020881
0.69599,9.2855,26.27,24.164,26.283,25.067,0.039207,3.0541e-6,0.039207,0.0044631,0.80262,6.6684,28.61,-80.6,9.7921,3.0677,-1.8718e-6,-15.122,1.0012e-4,257.24,10.255,0.0093764,1.601e-4,432.34,329.58,1.8684,0.077584,1239786,9.3491,0.45085,0.43354,0.44472,0.32014,0.013583,0.09982,0.34397,0.65322,4.9379e-4,0,0,0,0,-0.010799,0.0033656,55,23.758,81.129,-8.2097e-4,NaN,14.94,101216,340.35,0.017972,0.021432
0.71397,9.7615,26.704,23.926,26.72,24.881,0.054722,3.2646e-6,0.054722,0.0034181,0.92443,6.8277,28.61,-80.6,9.7921,3.0786,-1.5636e-6,-11.021,-0.0013975,257.01,10.026,0.0093513,1.6009e-4,432.31,329.29,1.8732,0.078898,1260735,9.3012,0.46633,0.43356,0.44481,0.32013,0.013587,0.099842,0.34536,0.65202,-1.4732e-4,0,0,0,0,-0.0055472,0.0034218,55,23.758,80.894,-9.5602e-4,NaN,14.937,101211,340.35,0.017365,0.021835
0.73133,10.229,27.12,23.794,27.14,24.774,0.07181,3.4361e-6,0.07181,0.0027416,1.0439,6.9013,28.61,-80.6,9.7921,2.991,-1.8203e-6,-7.0029,-0.0018176,256.8,9.8171,0.0093283,1.6007e-4,432.58,329.02,1.883,0.080162,1280881,9.2785,0.48074,0.43358,0.44424,0.32013,0.01359,0.099864,0.3343,0.63132,2.1735e-4,0,0,0,0,-0.0021695,0.0034756,55,23.758,80.737,-0.0011458,NaN,14.934,101205,340.35,0.017331,0.022209
0.74866,10.702,27.532,23.678,27.557,24.663,0.09094,3.5661e-6,0.09094,0.0022468,1.1637,6.8977,28.61,-80.6,9.7921,2.84,-1.7505e-6,-3.0295,-0.0039758,256.6,9.616,0.0093062,1.6006e-4,433.05,328.76,1.8963,0.081419,1300909,9.2567,0.49483,0.4336,0.44328,0.32012,0.013594,0.099886,0.3154,0.59835,4.3559e-4,0,0,0,0,-3.9358e-4,0.0035291,55,23.758,80.651,-0.0014864,NaN,14.93,101199,340.35,0.017685,0.027785
0.76635,11.193,27.951,23.564,27.98,24.545,0.1126,3.6401e-6,0.1126,0.0018523,1.2857,6.8694,28.61,-80.6,9.7921,2.725,-1.2748e-6,0.96609,-0.0035344,256.4,9.4141,0.0092839,1.6004e-4,433.42,328.5,1.9076,0.082679,1320995,9.2345,0.50943,0.43362,0.44258,0.32011,0.013597,0.099908,0.30115,0.57447,-3.1221e-4,0,0,0,0,3.8813e-5,0.0035836,55,23.758,80.632,-0.001942,NaN,14.927,101194,340.34,0.017821,0.030725
0.78417,11.695,28.371,23.464,28.405,24.42,0.1366,3.636e-6,0.1366,0.0015251,1.4075,6.7653,28.61,-80.6,9.7921,2.5524,-1.3929e-6,4.9147,-0.0044421,256.19,9.2093,0.0092613,1.6003e-4,433.97,328.23,1.9224,0.083943,1341121,9.2119,0.52388,0.43364,0.44156,0.32011,0.013601,0.099931,0.27999,0.53753,-6.8372e-5,0,0,0,0,9.7447e-4,0.0036382,55,23.758,80.685,-0.0023123,NaN,14.924,101188,340.34,0.018433,0.031129
0.8026,12.222,28.803,23.375,28.844,24.283,0.16369,3.5272e-6,0.16369,0.0012346,1.5307,6.577,28.61,-80.6,9.7921,2.3129,-1.2955e-6,8.7949,-0.004078,255.98,9.0002,0.0092382,1.6001e-4,434.74,327.96,1.9415,0.085243,1361840,9.188,0.53858,0.43366,0.44023,0.3201,0.013605,0.099954,0.2511,0.48414,-2.7842e-4,0,0,0,0,0.0030261,0.0036946,55,23.758,80.812,-0.002721,NaN,14.921,101182,340.34,0.019798,0.031543
0.8224,12.797,29.266,23.29,29.313,24.126,0.19526,3.2735e-6,0.19526,9.6052e-4,1.6585,6.2982,28.61,-80.6,9.7921,2.0095,-8.6472e-7,12.599,-0.0048007,255.76,8.7797,0.0092137,1.6e-4,435.75,327.68,1.965,0.086631,1383938,9.1618,0.5543,0.43368,0.43871,0.32009,0.013609,0.09998,0.21527,0.417,2.9772e-4,0,0,0,0,0.0060132,0.0037549,55,23.758,81.024,-0.0030093,NaN,14.917,101175,340.34,0.022198,0.031914
0.8446,13.452,29.784,23.205,29.838,23.941,0.2336,2.8053e-6,0.2336,6.8806e-4,1.7942,5.8924,28.61,-80.6,9.7921,1.6032,-1.2701e-6,16.252,-0.0032919,255.52,8.5375,0.0091869,1.5998e-4,437.15,327.36,1.9961,0.088179,1408591,9.131,0.57196,0.43371,0.43696,0.32008,0.013614,0.10001,0.16866,0.32717,8.8402e-5,0,0,0,0,0.0096565,0.0038223,55,23.758,81.346,-0.003273,NaN,14.913,101167,340.34,0.02723,0.032288
0.87183,14.272,30.416,23.111,30.478,23.704,0.28457,1.9649e-6,0.28457,3.9561e-4,1.9467,5.2662,28.61,-80.6,9.7921,0.99452,-3.0413e-7,19.534,-0.0067595,255.23,8.2524,0.0091552,1.5996e-4,439.34,326.99,2.0427,0.090076,1438787,9.0906,0.59413,0.43374,0.43502,0.32007,0.013619,0.10005,0.10175,0.19491,2.1424e-5,0,0,0,0,0.01337,0.0039047,55,23.758,81.836,-0.003239,NaN,14.907,101158,340.33,0.040845,0.032638
0.91267,15.533,31.361,22.962,31.434,23.343,0.36819,2.4474e-7,0.36819,3.8085e-5,2.1409,4.2048,28.61,-80.6,9.7921,0.0068463,-1.49e-6,21.299,-0.97543,254.85,7.8641,0.0091119,1.5993e-4,443.18,326.48,2.1219,0.092904,1483801,9.041,0.63013,0.43379,0.43379,0.32006,0.013628,0.1001,6.6837e-4,-0.013154,3.1939e-4,0,0,0,0,0.014943,0.0040274,55,23.758,82.684,-0.0031649,NaN,14.899,101143,340.33,0.05,0.033002
0.96267,17.13,32.51,22.746,32.593,22.93,0.47994,-2.6117e-6,0.47994,-3.1178e-4,2.3187,2.9015,28.61,-80.6,9.7921,1.0925,-4.4425e-6,-17.807,-0.0051975,254.33,7.3508,0.0090544,1.5989e-4,438.99,325.81,2.0579,0.096331,1538316,8.9971,0.67985,0.43385,0.43539,0.32004,0.013639,0.10017,0.1123,0.24117,4.5456e-4,0,0,0,0,-0.0097151,0.0041761,55,23.758,83.688,-0.0047301,NaN,14.889,101124,340.32,0.030519,0.033508
0.99319,18.133,33.206,22.65,33.292,22.762,0.55196,-4.7173e-6,0.55196,-4.8968e-4,2.3974,2.259,28.61,-80.6,9.7921,1.5582,-3.557e-6,-12.811,-0.0067515,253.88,6.8966,0.0090034,1.5986e-4,437.33,325.21,2.0385,0.098392,1571098,8.9691,0.71174,0.43388,0.43696,0.32002,0.013646,0.10021,0.16361,0.33837,6.5787e-5,0,0,0,0,-0.0048199,0.0042659,55,23.758,84.16,-0.0045647,NaN,14.882,101112,340.32,0.020736,0.03391
